"";"id";"description";"DBO"
"4617";1096092880429134;"Victoria Tennes Unsere Regierung bekommt 2017 die Rechnung für Ihre Fehler, die diese innerhalb von 4. Jahren gemacht hat! Aber die Griechen (als Volk) können sich Ihre Sozialleistungen und Militärausgaben nicht mehr leisten und Europa schuldet diesem Land Nix!!";"criticism"
"6013";855057911199300;"http://fs2.directupload.net/images/150122/iaxgtbtv.jpg";"nothing"
"3495";982639265107830;"Die ,,pösen Ungarn,, aber auch .Wie können Die verlangen das die armen ausgemergelten Flüchtlinge bis zum nächsten offiziellen Grenzübergang nach Ungarn Latschen müssen. Das dauert doch viel zu lange !";"nothing"
"1073";1064133693625053;"Eine Buchstabe und Satz ist unverständlich, kommt nicht häufig vor: bei A??uch in Sachsen.";"nothing"
"6640";1012883272083429;"Was sagt der Zentralrat der guten dazu ????";"nothing"
"5868";855032391201852;"Einfach Klasse geworden !!!";"nothing"
"8359";855153674523057;"Danke Hazim, humor ist wenn man trotzdem lacht. <3";"nothing"
"3763";1035136589858097;"Fahham";"nothing"
"4038";991237427581347;"ich sage mal danke das es euch gibt Kämpft für unser Land";"nothing"
"644";1134104273294661;"wenn ich keinen Besuch haben will ..kann mich keiner zwingen ...oder?";"nothing"
"7336";888476054524152;"(Y)";"nothing"
"3981";985692834802473;"Ja das stimmt,  Holger Bommel,  wird nicht mehr lange dauern, versprochen !!";"nothing"
"5301";1010345525670537;"Oli Henze Lies mal etwas im Koran. http://www.thereligionofpeace.com/quran/023-violence.htm Auch rennt keiner von der Pegida mit 'ner Knarre und Sprengstoff durch die Gegend und bringt Leute um.....";"nothing"
"4287";991236570914766;"wir sind bei Euch Köln grüßt";"nothing"
"8344";855132131191878;"Die haben hier alle einen an der Klatsche!";"nothing"
"1125";1063748110330278;"Rieke Arndt Nun, man sieht aber auch in Ihrer Statistik, dass das ""braune"" Volk den besten Durchblick haben!";"nothing"
"8478";855093077862450;"Sehr gut und sachlich erklärt!";"nothing"
"3871";1035131029858653;"Weiter so!!!!!";"nothing"
"8214";855426241162467;"S";"nothing"
"2660";982791021759321;"Soll ich dir mal was sagen,du hast keine Ahnung von Menschen,wer sie sind,wie sie sind,also du spät,Urteile nicht über mich genauso wenig wie du es über die Flüchtlinge tun solltest.ich saga ja immer wieder,scheiß pegida!!";"nothing"
"6333";882702345101523;"Die anderen waren unterwegs klauen.";"nothing"
"1623";862028243835600;"Unsere obdachlosen :D so eine Frechheit aber auch :D";"nothing"
"2450";982690405102716;"Und da gibt es immer noch Idioten die Verständnis für dieses Kriegerische Volk hat.Bald werden wir es am eigenen Leibe zu spüren  bekommen wie friedlich sie sind.";"nothing"
"2935";1057623830942706;"Da komnen täglich mehr rein als abgeschoben werden";"criticism"
"9200";1007332435971846;"I am proud of MY Country and MY President! (Yes, I am Russian!)";"nothing"
"6238";882681865103571;"Ganz klar Pegida war schuld , ein zu Pegida konvertierter nimmt Rache ! *IronieOff*";"nothing"
"742";1063849670320122;"Wat is dat hier ? Abi auf Abendschule ? Der Typ der Abi hat, fährt mich mit seinem Taxi nach Hause, wenn ich mit meiner Frau super Essen war und n paar Cocktails getrunken habe !!! Kommt wieder runter mit eurem Abi Trip, ihr Taxi Fahrer...!!!";"nothing"
"6819";1012403742131382;"Mir geht Pegida so langsam auf den Nerv.Immer das gleiche Geschwätz am Anfang war das ok aber jetzt ist das nur noch was für dumme!";"nothing"
"1610";876249555746802;"Der Chef der Arbeitsagentur mit seinen 4.5 Millonen gezählten arbeitslosen Fachkräften und bestimmt nochmal soviel nicht mitgezählten weil aus der Statistik rausgedrängten Fachkräften lässt diese bei längerer Arbeitslosigkeit als ""unvermittelbar"" bezeichnen, wieso sollten qualfizierte Ausländer  ( ohne perfekte Spreachkenntnisse zumeist ) ""vermittelbar"" an die gleiche Klientel, die nörgelnde Wirtschaft, sein ?!";"criticism"
"5400";1012244618813961;"Oder Zugluft ??";"nothing"
"4211";982943335077423;"Das denke ich  auch weil das Aufstände produziere sind iese Leute mit diese Mentalität kann dich hier niemand einschätzen sie sind Gesetzlose.....aber wehe der doofe Deutsche hält sich nicht an die Gesetze oh je dann muss du bluten aber die dürfen sich alles elauben ohne das unser Mama Merkel was unternimmt tja der Weltuntergang Deutschland utergsng ist nahe !!!!!!";"criticism"
"5788";855047844533640;"Es geht nicht um den Typ! Es geht um unsere Meinung!";"nothing"
"2514";982702985101458;"Die Schneider hat doch den Knall noch nicht gehört , spätestens wen Ali und Mustafa sich so richtig an ihr vergehen dann ist das Geschrei groß , Schrei aber bitte nicht um Hilfe und lass es über dich ergehen .. Oder die Schneider  steht uff Asylantenschwänze dann wäre ihr dämlicher Kommentar plausibel ...!!!";"nothing"
"2950";1057402840964805;"127 Abschiebungen das ist ein Witz????????";"criticism"
"9043";991353070903116;"Hab es heute wieder gemerkt wenns ich Pegida anspreche,gleichgültigkeit.Einer sagte wenn es nicht vor meiner Tür ist ,ist es mir egal.Der Typ ist erst Vater geworden.Manche sind aber besorgt aber trauen sich nicht.Fazit ? Im Westen ist es vielen noch egal.";"nothing"
"2421";1052394794798943;"Mal schauen, was das ""Haus des Friedens"" bis Sonnabend mit uns ""Harbis"" so alles angestellt hat.";"nothing"
"7267";888092304562527;"Wahrheit verlangt Opfer 
Ob die deutschen bereit sind das zu zu tun - das wird schwer";"nothing"
"2075";1056475294390893;"Euch Gesindel bestimmt nicht";"nothing"
"7244";935258823179208;"Über 2m und 160kg? Also wenn das mal kein Fett ist, dann ist sojemand aber eine wirklich saugefährliche Kampfmaschine. In Ketten abführen ist da wirklich sicherer. :-o";"nothing"
"6569";1012397492132007;"Aber drauf achten das es Vegane Produkte sind.";"nothing"
"2406";1052453638126392;"Ingrid Rabe ja...das denke ich auch!";"nothing"
"4649";1096522423719513;"Frächi Sauhünd";"nothing"
"6019";855046461200445;"Achso, ich vergaß, natürlich mit dem Rücken zur Bühne";"nothing"
"5185";876306602407764;"Das ist auch gut soooooooo!";"nothing"
"4507";1105641276140961;"Up?ímnou soustrast z CZECH rep.";"nothing"
"3727";1035391983165891;"Was heißt denn verseucht? :D
Und wenn deutsche vergewaltigen ist das ok?
Schon mal daran gedacht das es mehr verkaufte Schlagzeilen gibt wenn man auf die Tränendrüsen der deutschen drückt?
Sein Land zu lieben ist ja vollkommen in Ordnung, aber über andere hetzen ist unter aller sau! ;)

Am besten noch darüber beschweren das sie unser Geld nehmen und uns die Jobs klauen :D

Ihr seid ja solche pfeifen!!!

Hinweg mit euch! Sowas braucht Deutschland nicht!";"nothing"
"8740";945831715455252;"Die Bayern wollten es doch so.";"nothing"
"1925";1111357285569360;"dann wäre allgemeine Bargeldabschaffung also auch unwürdig?";"nothing"
"125";1064381780266911;"Ob ihr es glaubt oder nicht.Hier in Worms in einer 9 Klasse wussten fast alle in dieser Schulklasse nicht wo Sachsen liegt.Was Sachsen ist.Und wo Dresden liegt!
Da fällt ein nichts mehr ein.Diese Schulbildung hier im Kalifat Worms ist einfach unfassbar.";"nothing"
"5936";855020961202995;"Du bist nur ein dummer Idiot.";"nothing"
"5925";855047357867022;"Wir gehen nicht zu gestellten Veranstaltungen wo Prominente benutzt werden um Leute anzuziehen um dort kostenlos Eintritt zu bekommen. Wir kommen für unsere Kinder und unsere Zukunft.";"nothing"
"1761";1111945822177173;"Finde ich eine richtig gute idee, der wirklich aus Hunger Krieg und Elend kommt ist damit auch zufrieden. Alle anderen sind nur Schmarotzer";"nothing"
"7377";888077157897375;"Hallo Sofia, freut mich Dich hier auch zu sehen :)";"nothing"
"6449";882697368435354;"Ja jaaa... XD";"nothing"
"3268";982652468439843;"Christian Teffaha  lach. den Nagel auf dem Kopf getroffen.";"nothing"
"620";1134603013244787;"Du kannst mich Am Arsch lecken";"nothing"
"2593";982725318432558;"http://www.welt.de/politik/ausland/article146497225/Am-Ende-werden-die-Muslime-mehr-sein-als-wir.html";"nothing"
"7837";960860317285725;"Richtig so";"nothing"
"7399";1095998833771872;"ja so sind sie halt, liebenwert, friedlich und bereichernd; ach ja, dankbar hab ich vergessen (Ironie aus)";"nothing"
"7596";1095967680441654;"Daniel Baumeister David Juki?";"nothing"
"7759";1088732674498488;"Die haben die Wahlen ein halbes Jahr eher - immerhin!";"nothing"
"3093";1056912447680511;"wir brauchen noch Flughafenwinker";"nothing"
"2360";1055076691197420;"""Wir schaffen das"", wird Aysche Ferkel auch hier wieder sagen! Zum kotzen!!!";"agitation"
"6102";882699795101778;"Andy es geht nicht nur um Radikale...es gibt Berichte, wonach die Nordafrikanischen Länder ihre Kriminellen und Geisteskranken in die Boote nach Europa setzen....wenn das stimmt, erklärt das vieles....";"nothing"
"3849";1035121743192915;"Danke aus Österreich!";"nothing"
"8339";855154281189663;"Pfuiii";"nothing"
"8528";855191934519231;"Generalstreik - alle legen die Arbeit nieder, hier liegt die Macht - da hier das Kapital liegt was die Regierung für ihr Taten braucht, legt alles lahm Wirtschaft, Steuer, ec. klar ohne Notfallberufe, ec. alle anderen mitmachen.. aber gegen alle brennenden Punkte..";"subversive"
"939";1063413493697073;"Cool weiter so??";"nothing"
"1941";1111657138872708;"Danke";"nothing"
"7675";1095899267115162;"..die intelligenten Fachkräfte von Morgen, die Deutschland retten sollen...!? Deutschland....Quo vadis..???";"criticism"
"7895";951545124883911;"Hallo Stephanie.Leider die Wahrheit.Es gibt oder gab solche Ueberlegungen.";"nothing"
"8222";855207087851049;"Und ich dachte schon, Pegida und die AfD wären die geistigen Brandstifter für diesen Mord und ich habe auf den Aufstand der Anständigen gewartet. Ob das nu noch was wird? Wer jetzt sagt, dass der Mörder ein krimineller Ausländer ist, der ist bestimmt ein Nazi, oder? Die Presse wird uns das alles bestimmt noch ""einordnen"", so, dass wirs auch verstehen.";"criticism"
"7740";1095968230441599;"die können nicht mal lesen was auf dem in-die-hand-gedrückten-kartons geschrieben steht :D ich mach jetzt auch ne sitz-blockade auf der a8... wenn mich jemand sucht... bin der mit dem pinken zelt :D";"nothing"
"4107";991240744247682;"Den stream könnt ihr vergessen, bricht immer zusammen, kein Ton obwohl es angefangen hat";"nothing"
"5703";855018774536547;"Super und wir bringen wieder mehr Leute mit! Grüße aus Strehla!";"nothing"
"4039";985458258159264;"Robert Tinagl Hallo oberflasche.";"nothing"
"4758";1096087597096329;"Co za gnojki !";"nothing"
"615";1134123726626049;"Es reicht mir was ich in den Polizeiberichten lese.danke Frau Merkel";"criticism"
"1560";876265015745256;"Wenn mal *Fachkräfte kommen würden! Wenn die Agentur für Arbeit mal ihre Daten durchgeht finden Sie etliche DEUTSCHE Fachkräfte die zu Hause sitzen und auf ein Job angebot hoffen!";"criticism"
"2534";982764141762009;"Unter den momentan einreisenden ""Flüchtlingen"" sind jetzt schon mehr Kinder, als jährlich in Deutschland geboren werden. DAS sollte uns Angst machen.";"nothing"
"3310";982638885107868;"Sie werden bestimmt nicht nach Hause gehen, kommen nur später bei uns an.";"nothing"
"6029";855024921202599;"langsam geht wohl verloren das der islam nicht der feind ist , sonder unser regierungs system ,denn das fördert die radikalen mit unseren steuergeldern";"criticism"
"8597";945541748817582;"Habe diese Bagage erst kürzlich auf der Raststätte erlebt.
Assis
Assis
Assis.
Mit solchen Menschen kann Deutschland nur untergehen.";"nothing"
"7915";960928850612205;"Patrioten heißen die Nazis anderswo.";"nothing"
"257";1066409293397493;"""politische Bildung "" rechtsextrem??? :)

Deutsches Sprak, schweres Sprak....";"nothing"
"2119";1052863494752073;"Denis Kleinert tun sie dass, oder wollen sie ganz einfach Kravall?";"nothing"
"7057";888040844567673;"Zum einen Danke für die unkomplizierte Zusammenfassung des Wahlvorganges. Zum anderen für die Klarstellung was FN in Frankreich für einen Stellenwert hat. Und zum dritten für die moralische Unterstützung, so das man sich nicht immer so alleine vorkommt mit seinen Gedanken und Zielen. Merci Beaucoup Monsieur...";"nothing"
"1168";1064096090295480;"Du bist einfach nur Begriffsstutzig, da ist jedes weitere Wort überflüssig...!!!";"nothing"
"6832";1012980712073685;"Und das schreibt ein bezahlter Volksverhetzer und STASI Mitarbeiter wie DU einer bist ? ……..  =D =D =D..";"nothing"
"8309";855420361163055;"Amir Masoumi ... dein Kommentar ist ganz schön gewagt Dresden als Nazistadt zu titulieren!";"nothing"
"759";1064117936959962;"wieder mal ein beweis das wir in sachsen was drauf haben";"nothing"
"519";1134109766627445;"Sieben Frauen bestehln.......";"nothing"
"432";1121952114509877;"Danke Lisa für deinen kurzen und pägnanten Spruch. Dachte ich auch immer. Ich klaue mir deinen Spruch schnell mal, ohne deine Erlaubnis. :-)
Es freud mich immer wieder, wenn ich sehe welche guten Leute WIR in UNSEREN Reihen haben.";"nothing"
"7171";935268939844863;"http://www.nachrichten-muenchen.de/?art=31579 Südländer beklauen als Polizisten verkleidet asiatische Touristen";"nothing"
"401";1121958894509199;"Danke für deinen kurzen und prägnanten Spruch. Ich klaue mir den mal und verwende ihn bei Gelegenheit weiter. :-)";"nothing"
"9216";1007129782658778;"LÄUFT!";"nothing"
"103";1069086469796442;"https://www.youtube.com/watch?v=zxjMWVg4Eno";"nothing"
"4033";984692861569137;"Wer Flüchtlingsheime anzündet, denen ist nichts heilig";"nothing"
"3935";1039612899410466;"""Ob ein Asylsuchender ein Recht auf einen Aufenthaltstitel hat oder nicht, kann man nur in einem Asylverfahren feststellen.""

Ganz falsch!

Art. 16a, Absatz 2 GG sagt eindeutig, dass kein Asylrecht in D hat, wer aus einem Land der EU oder anderen sicheren Land einreist!

Da D nur von solchen Ländern umzingelt ist, hat kein Einziger ein Recht auf Asyl in D, das Asylverfahren kann in 2 Minuten abschlägig durchgeführt werden!

Ähnliches regelt auch das Dublin-Abkommen, das vorsieht, Asylverfahren im 1. EU-Land abzuwickeln, das ein Asylsuchender erreicht.

Nur durch eklatanten Bruch von EU- und D-Recht ist die Situation so, wie sie ist!

Von Merkel in selbstherrlichem Größenwahn alleine entschieden.";"criticism"
"530";1134249383280150;"Gute idee, Merkel! Lern ruhig mal einen kennen! Fahr einfach nachts ein paar mal OHNE Security durch Berlin Neukölln. ...geh doch einfach mal nachts alleine über den Platz am Kottbusser Tor! Da lernst du gleich Dutzende deiner Kulturbereicherer kennen! !! Oder...oder noch besser : Lade einfach mal ein paar zu dir nach Hause ein! Schenke denen eine wohnung ! Verzichte auf ein Großteil deines Geldes und saniere damit die Wohnung....
Schau dir an, was sie mit gesendeten Lebensmitteln machen und frage sie, was sie von schwulen , lesben und Christen halten. ...
Merkel. ...du bist das LETZTE! Du hast keine Ahnung, bist von deiner utopischen Idee total verblendet ...
Und völlig Realitätsfremd! Es ist ja SO leicht da oben auf dem Tron zu sitzen, wo man genug Kohle hat und in Sicherheit ist....da lebt sich's ganz gut, was? Bleib von mir aus gerne da....aber halt die Klappe und hör auf so zu tun als hättest du IRGEND EINE AHNUNG von dem was in Deutschland so passiert!!!! Ich spucke auf dich,  Angie!";"criticism"
